lat,lon,norm_price
51.406333,0.015208,0.674145241950729
51.404543,0.014195,0.690412147081121
51.408057,0.015874,0.658269367496266
51.40039,0.015177,0.666913474195071
51.400781,0.014403,0.690202515895038
51.401648,0.014715,0.666655045084489
51.401562,0.014467,0.660199146738011
51.401521,0.014249,0.66856398570293
51.401031,0.013422,0.676139734303175
51.40257,0.014396,0.66092351463762
51.404847,0.01533,0.908407968556597
51.404272,0.015333,0.75648879888521
51.402027,0.016155,0.732921866283476
51.401365,0.017003,0.667935085918519
51.400924,0.017041,0.720974240051651
51.401108,0.01784,0.890462176758764
51.401991,0.018252,0.80756357264421
51.405403,0.014937,0.761015998996441
51.406929,0.012445,0.638433064544242
51.406423,0.012595,0.668376078001516
51.406479,0.013532,0.732537417860275
51.407432,0.016148,0.626294228184201
51.407531,0.016699,0.692060734621254
51.407185,0.014297,0.678273310721081
51.407342,0.014606,0.675921701043483
51.406741,0.016607,0.676139734303175
51.407088,0.018362,0.681324534263903
51.407691,0.015225,0.696726383295852
51.40732,0.015381,0.683267570292718
51.407288,0.018284,0.833858462420765
51.402084,0.017049,0.644888703846172
51.403386,0.043619,0.786469428093506
51.40175,0.0544,0.693265194720001
51.404295,0.04665,0.69389683288127
51.405615,0.052935,0.686057885779187
51.403246,0.047005,0.686957067002887
51.405387,0.051616,0.749190539507305
51.405557,0.055233,0.715189663061847
51.4044,0.056575,0.715770349293931
51.404521,0.054812,0.747896969892934
51.405097,0.050697,0.732150233126344
51.403602,0.053391,0.759744120699071
51.401185,0.047115,0.7613861600327
51.402755,0.048321,0.766758956651727
51.403878,0.055617,0.713846404062108
51.400927,0.04949,0.7233550236757
51.401608,0.052209,0.732150233126344
51.404835,0.049736,0.741743612142365
51.402736,0.050448,0.759274146065585
51.402171,0.053456,0.737687132863019
51.404349,0.053884,0.765825486598988
51.391712,0.045786,0.705831190200176
51.402541,0.058505,0.731367496953463
51.399162,0.038327,0.700330298557133
51.40041,0.038928,0.69366082719453
51.399433,0.038267,0.703710219326404
51.402442,0.052879,0.68468015168162
51.398345,0.038262,0.696126936729129
51.398655,0.03852,0.666977890100134
51.399358,0.043094,0.679921898261214
51.399564,0.039509,0.692060734621254
51.399512,0.04405,0.687841626744045
51.398981,0.040978,0.653039215948526
51.398597,0.042873,0.687312618761879
51.398196,0.041101,0.708715976145356
51.39779,0.040695,0.696352503985851
51.398992,0.041884,0.68230472700737
51.399059,0.04321,0.678586250560903
51.39703,0.041438,0.698917252215599
51.39822,0.042856,0.667998304084227
51.397153,0.042148,0.691242685739916
51.397503,0.042163,0.676139734303175
51.398331,0.044716,0.713846404062108
51.399077,0.044217,0.69444356336741
51.401056,0.037994,0.729564042552814
51.40057,0.039597,0.704361714843422
51.400708,0.038367,0.651862061583094
51.400124,0.040885,0.715979980480014
51.397756,0.042117,0.689992073754571
51.400505,0.041779,0.707507054716762
51.398205,0.046263,0.74459903742173
51.399372,0.045366,0.713845860067134
51.391147,0.044122,0.712469134917174
51.396696,0.043076,0.680717826676352
51.397487,0.043629,0.730971864478934
51.395346,0.043145,0.691653247880941
51.394235,0.045453,0.755990961927254
51.395332,0.044985,0.727487484119957
51.392007,0.045368,0.748042228258201
51.396394,0.043911,0.69444356336741
51.391586,0.043179,0.709752183198357
51.392972,0.041559,0.703971754567998
51.394327,0.042798,0.701023291692663
51.393423,0.043031,0.705483388096987
51.393681,0.043215,0.698917252215599
51.397183,0.063526,0.734804380267698
51.397189,0.061125,0.731367496953463
51.398367,0.060603,0.670408203856306
51.399181,0.061359,0.687401144778925
51.397769,0.060878,0.737687132863019
51.397653,0.062382,0.71828429216832
51.397813,0.06147,0.695976037255199
51.397029,0.061549,0.736802573121861
51.396529,0.061858,0.740424778448195
51.398401,0.061769,0.673919049419147
51.398878,0.060741,0.686284078310769
51.398201,0.062422,0.703050826701806
51.398634,0.061808,0.699628363328139
51.401123,0.058355,0.711964656258765
51.400482,0.05696,0.743348425436386
51.397671,0.048022,0.78168399497973
51.401161,0.052059,0.744907249155385
51.400992,0.051462,0.765825486598988
51.398669,0.059309,0.755739694850185
51.408703,0.041929,0.747312026348669
51.397538,0.047369,0.763691910181082
51.394591,0.043083,0.71853440399038
51.392511,0.043263,0.722387286393186
51.392772,0.043275,0.707659647314627
51.398036,0.039959,0.687753815223009
51.390738,0.045944,0.702046504782753
51.399562,0.047344,0.718334406612647
51.398819,0.050747,0.744922921250751
51.398592,0.047286,0.738384568383547
51.400482,0.055436,0.723309329237508
51.399285,0.052407,0.75673787378177
51.400342,0.056192,0.734246434602573
51.400111,0.058094,0.725985240422149
51.399428,0.058092,0.723304757681938
51.401651,0.056466,0.688884455332623
51.402326,0.056914,0.686509334224632
51.400039,0.054022,0.753358745536235
51.401135,0.057148,0.682110096297176
51.397865,0.053853,0.711056088575639
51.398158,0.053578,0.713982232411002
51.399551,0.059248,0.725767207162457
51.39852,0.052919,0.727062488009325
51.39744,0.052497,0.715454380009859
51.397763,0.052008,0.736980639485337
51.404443,0.045909,0.750730903630146
51.395298,0.047427,0.688712032920541
51.401119,0.039549,0.73174050551249
51.394225,0.047063,0.735903391898161
51.393807,0.048855,0.729359917639874
51.393331,0.046764,0.738211045986116
51.400056,0.059687,0.69559694704185
51.393226,0.049692,0.677747710250926
51.394177,0.051359,0.676139734303175
51.393736,0.050865,0.680326355332318
